#row_num,timestamp,level_0,close,high,low,open,volume
103,1532586600000,DGX,108.33,108.33,108.33,108.33,10994
104,1532586600000,DHI,36.43,36.43,36.42,36.42,18467
105,1532586600000,DHR,86.76,86.76,86.76,86.76,32833
106,1532586600000,DISCA,21.4,21.4,21.4,21.4,19695
107,1532586600000,DISCK,20.21,20.21,20.21,20.21,9031
108,1532586600000,DISH,55.02,55.02,55.02,55.02,9339
109,1532586600000,DLTR,83.49,83.49,83.14,83.14,12642
110,1532586600000,DRE,29.59,29.64,29.48,29.48,19893
111,1532586600000,DRI,79.41,79.41,79.3,79.3,28533
112,1532586600000,DTE,112.95,112.95,112.75,112.75,4980
113,1532586600000,DUK,87.64,87.64,87.64,87.64,24580
114,1532586600000,DVA,59,59,58.96,58.96,55243
115,1532586600000,DXC,84.97,84.97,84.84,84.84,11434
116,1532586600000,EA,119.89,119.89,119.59,119.88,42909
117,1532586600000,EBAY,38.11,38.12,38.04,38.04,51358
118,1532586600000,ECL,131.12,131.49,131.11,131.49,10196
119,1532586600000,ED,85.45,85.45,85.45,85.45,15080
120,1532586600000,EFX,121.64,121.68,121.53,121.53,1600
121,1532586600000,EL,109.21,109.21,109.18,109.18,21262
122,1532586600000,EMN,85.62,85.62,85.62,85.62,7495
123,1532586600000,EMR,60.77,60.77,60.77,60.77,53881
124,1532586600000,EOG,87.11,87.11,87.11,87.11,17571
125,1532586600000,EQIX,464.52,464.52,464.52,464.52,4015
126,1532586600000,EQT,60.86,60.86,60.86,60.86,9090
127,1532586600000,ESRX,63.33,63.4,63.27,63.4,42097
128,1532586600000,ESS,267.02,267.02,267.02,267.02,2275
129,1532586600000,ETFC,40.02,40.02,39.83,39.83,23074
130,1532586600000,ETN,72.75,72.75,72.69,72.69,20579
131,1532586600000,ETR,79.77,79.77,79.77,79.77,6918
132,1532586600000,EW,113.52,113.52,113.51,113.51,2400
133,1532586600000,EXC,38.15,38.15,38.14,38.14,46602
134,1532586600000,EXPD,57.06,57.06,57.06,57.06,14579
135,1532586600000,EXPE,142.43,142.43,142.43,142.43,12991
136,1532586600000,EXR,81.21,81.21,81.21,81.21,15323
137,1532586600000,F,11.4,11.4,11.4,11.4,1500
138,1532586600000,FAST,42.93,42.93,42.93,42.93,20783
139,1532586600000,FB,172.4099,172.47,172.39,172.4,210139
140,1532586600000,FBHS,64.66,64.66,64.66,64.66,6230
141,1532586600000,FCX,14.51,14.59,14.48,14.48,310669
142,1532586600000,FE,32.17,32.17,32.17,32.17,17413
143,1532586600000,FFIV,116.25,116.25,116.25,116.25,4306
144,1532586600000,FIS,92.8,92.8,92.8,92.8,6507
145,1532586600000,FISV,123.4,123.4,123.4,123.4,5198
146,1532586600000,FITB,25.38,25.38,25.38,25.38,32294
147,1532586600000,FLIR,38.01,38.23,38.01,38.23,8773
148,1532586600000,FLR,39.12,39.28,39.12,39.28,6494
149,1532586600000,FLS,39.82,39.82,39.82,39.82,17028
150,1532586600000,FMC,88,88.23,88,88,13567
151,1532586600000,FOX,25.56,25.56,25.56,25.56,11427
152,1532586600000,FOXA,25.94,25.94,25.94,25.94,23705
153,1532586600000,FRT,129.65,129.65,129.65,129.65,3873
154,1532586600000,FTI,25.77,25.77,25.74,25.74,20422
155,1532586600000,FTV,66.98,66.98,66.98,66.98,9662
156,1532586600000,GD,198.62,198.62,198.62,198.62,10202
157,1532586600000,GE,23.82,23.82,23.8,23.8,224
158,1532586600000,GILD,85.7,85.7,85.61,85.68,164602
159,1532586600000,GLW,28.85,28.85,28.82,28.82,49328
160,1532586600000,GM,37.15,37.15,37.11,37.11,101028
161,1532586600000,GOOG,935,935,934.25,934.25,16304
162,1532586600000,GOOGL,947.2,947.2,947.2,947.2,15787
163,1532586600000,GPC,85.68,85.68,85.68,85.68,7102
164,1532586600000,GPN,95.58,95.58,95.58,95.58,13558
165,1532586600000,GPS,25.74,25.77,25.74,25.77,32370
166,1532586600000,GRMN,52.48,52.55,52.48,52.55,10545
167,1532586600000,GS,220.23,220.23,220.07,220.07,39139
168,1532586600000,GT,30.77,30.77,30.74,30.77,37490
169,1532586600000,HAL,40.42,40.6,40.42,40.43,45999
170,1532586600000,HAS,94.98,94.98,94.98,94.98,11667
171,1532586600000,HBAN,12.48,12.48,12.48,12.48,49289
172,1532586600000,HCN,74.385,74.605,74.38,74.57,13091
173,1532586600000,HD,158.53,158.6,158.41,158.42,4122
174,1532586600000,HES,40.4,40.4,40.4,40.4,24172
175,1532586600000,HLT,65.72,65.92,65.67,65.67,9205
176,1532586600000,HOG,47.26,47.26,47.26,47.26,13855
177,1532586600000,HOLX,39.275,39.31,38.77,39.26,51649
178,1532586600000,HP,45.73,45.73,45.71,45.71,10134
179,1532586600000,HRB,26.02,26.02,26.02,26.02,33906
180,1532586600000,HRL,31.7,31.7,31.7,31.7,25227
181,1532586600000,HRS,123.08,123.08,123.08,123.08,3894
182,1532586600000,HSIC,88.23,88.23,88.23,88.23,4012
183,1532586600000,HST,18.32,18.32,18.32,18.32,25907
184,1532586600000,HSY,108.48,108.48,108.48,108.48,5641
185,1532586600000,HUM,258.29,258.29,258.29,258.29,900
186,1532586600000,IBM,143.6,143.6,143.54,143.54,138393
187,1532586600000,IDXX,157.67,158.2,157.67,158.2,3859
188,1532586600000,IFF,142.78,142.78,142.78,142.78,3552
189,1532586600000,ILMN,211.49,211.49,211.16,211.16,6049
190,1532586600000,INCY,131.93,131.93,131.5,131.5,34463
191,1532586600000,INFO,47.71,47.71,47.71,47.71,11354
192,1532586600000,INTC,35.48,35.49,35.14,35.49,320236
193,1532586600000,INTU,142.43,142.43,142.43,142.43,13786
194,1532586600000,IP,55.1,55.1,55.1,55.1,10206
195,1532586600000,IRM,40.05,40.05,40.05,40.05,13161
196,1532586600000,ISRG,1049.99,1049.99,1043.15,1043.15,5697
197,1532586600000,IT,124.99,125,123.99,125,5349
198,1532586600000,ITW,140.87,140.87,140.87,140.87,10957
199,1532586600000,IVZ,32.56,32.56,32.1,32.1,25619
200,1532586600000,JBHT,102.22,102.22,102.22,102.22,4106
201,1532586600000,JCI,39.39,39.39,39.34,39.34,26528
202,1532586600000,JEC,54.63,55,54.63,55,22909
203,1532586600000,JNJ,131.38,131.52,131.2,131.37,160850
204,1532586600000,JNPR,26.84,26.84,26.84,26.84,33122
205,1532586600000,JPM,89.39,89.39,89.39,89.39,100
206,1532586600000,JWN,44.89,45.13,44.89,45.13,400
207,1532586600000,KHC,82.1,82.1,82.1,82.1,35239
208,1532586600000,KIM,20.24,20.24,20.18,20.23,18421
209,1532586600000,KLAC,95.21,95.21,95.21,95.21,8585
210,1532586600000,KMB,118.71,118.71,118.62,118.62,21896
211,1532586600000,KMI,19.22,19.22,19.22,19.22,73681
212,1532586600000,KMX,69,69,68.5,68.5,15063
213,1532586600000,KORS,42.32,42.32,42.32,42.32,10896
214,1532586600000,KR,20.97,20.97,20.97,20.97,200
215,1532586600000,KSS,42.3,42.3,42.29,42.29,26544
216,1532586600000,L,46.47,46.48,46.47,46.48,14995
217,1532586600000,LB,37.5,37.5,37.3,37.3,24729
218,1532586600000,LEN,50.97,50.97,50.77,50.77,17760
219,1532586600000,LH,158.88,158.88,158.88,158.88,7326
220,1532586600000,LKQ,34.95,34.95,34.95,34.95,11705
221,1532586600000,LLL,182.85,182.85,182.85,182.85,4620
222,1532586600000,LMT,303.7,303.7,303.7,303.7,9626
223,1532586600000,LOW,77.94,77.94,77.94,77.94,550
224,1532586600000,LRCX,167.58,167.58,167.51,167.51,13466
225,1532586600000,LUK,22.6999,22.6999,22.63,22.63,16261
226,1532586600000,LUV,53.44,53.44,53.39,53.39,49703
227,1532586600000,LYB,92.41,92.41,92.28,92.29,20162
228,1532586600000,M,21.4,21.41,21.05,21.05,68580
229,1532586600000,MA,139.49,139.49,139.3,139.36,82455
230,1532586600000,MAA,108.17,108.17,108.17,108.17,4868
231,1532586600000,MAC,54.4,54.4,54.4,54.4,7600
232,1532586600000,MAR,104.08,104.08,103.82,103.82,11474
233,1532586600000,MAS,37.72,37.75,37.64,37.64,33496
234,1532586600000,MAT,15.4,15.42,15.4,15.42,47845
235,1532586600000,MCD,160,160,160,160,48196
236,1532586600000,MCHP,87.8,87.8,87.8,87.8,26680
237,1532586600000,MCK,158,158,158,158,15214
238,1532586600000,MCO,136.78,136.78,136.48,136.48,7527
239,1532586600000,MDLZ,40.83,40.83,40.83,40.83,87522
240,1532586600000,MDT,82.27,82.39,82.25,82.25,85460
241,1532586600000,MHK,259,259,259,259,7620
242,1532586600000,MKC,97.87,97.87,97.87,97.87,4056
243,1532586600000,MLM,213.4386,213.4386,212.32,212.32,8281
244,1532586600000,MMC,81.5,81.9,81.49,81.5,43080
245,1532586600000,MNST,56.65,56.65,56.43,56.53,15042
246,1532586600000,MO,62.59,62.59,62.59,62.59,93869
247,1532586600000,MON,117.5,117.5,117.47,117.47,25957
248,1532586600000,MOS,19.5,19.5,19.5,19.5,76981
249,1532586600000,MPC,53.48,53.48,53.48,53.48,55353
250,1532586600000,MRK,64.94,64.94,64.94,64.94,2000
251,1532586600000,MRO,11.31,11.33,11.31,11.31,107920
252,1532586600000,MS,44.71,44.71,44.71,44.71,200
253,1532586600000,MSFT,74.45,74.5396,74.31,74.31,286599
254,1532586600000,MSI,85.66,85.67,85.66,85.67,6715
255,1532586600000,MTD,615.35,615.35,615.35,615.35,453
256,1532586600000,MU,32.89,32.9,32.865,32.9,303726
257,1532586600000,MYL,32.53,32.54,32.53,32.54,94608
258,1532586600000,NAVI,13.72,13.72,13.61,13.61,29793
259,1532586600000,NBL,24.69,24.69,24.69,24.69,27724
260,1532586600000,NDAQ,74.64,74.64,74.64,74.64,4859
261,1532586600000,NEM,38.91,38.91,38.81,38.81,1800
262,1532586600000,NFLX,178.1,178.1,178.1,178.1,48844
263,1532586600000,NFX,24.95,24.95,24.95,24.95,26258
264,1532586600000,NKE,52.38,52.38,52.38,52.38,220949
265,1532586600000,NOV,31.84,31.84,31.84,31.84,14714
266,1532586600000,NSC,125,125,124.79,124.79,25094
267,1532586600000,NTAP,38.91,38.91,38.91,38.91,21822
268,1532586600000,NTRS,89.27,89.27,89.27,89.27,7469
269,1532586600000,NUE,55,55,55,55,13755
270,1532586600000,NVDA,165.53,165.64,165.4,165.54,118671
271,1532586600000,NWL,43.62,43.62,43.62,43.62,500
272,1532586600000,NWS,13.45,13.55,13.45,13.55,9744
273,1532586600000,NWSA,13.23,13.23,13.23,13.23,9701
274,1532586600000,OMC,73.17,73.3,73.09,73.09,10440
275,1532586600000,ORCL,51.88,51.88,51.88,51.88,250
276,1532586600000,ORLY,198.45,200.74,198.45,199.16,6094
277,1532586600000,PAYX,57.14,57.14,57.14,57.14,16880
278,1532586600000,PBCT,16.38,16.43,16.38,16.43,25738
279,1532586600000,PCAR,67.85,67.85,67.84,67.84,15468
280,1532586600000,PCG,70.63,70.63,70.63,70.63,21048
281,1532586600000,PCLN,1852.06,1852.06,1852.06,1852.06,5128
282,1532586600000,PDCO,39.59,39.59,39.59,39.59,5964
283,1532586600000,PEG,46.44,46.44,46.44,46.44,13344
284,1532586600000,PEP,115.05,115.08,115.05,115.08,39794
285,1532586600000,PFG,61.49,61.49,61.49,61.49,12718
286,1532586600000,PH,162.04,162.04,162.04,162.04,4868
287,1532586600000,PHM,25.98,25.98,25.92,25.92,30848
288,1532586600000,PKG,114.43,114.43,114.43,114.43,4200
289,1532586600000,PKI,67.98,67.98,67.98,67.98,3678
290,1532586600000,PLD,64.49,64.49,64.21,64.21,13647
291,1532586600000,PM,117.58,117.58,117.58,117.58,31194
292,1532586600000,PNC,123,123,123,123,20174
293,1532586600000,PNR,62.31,62.31,62.31,62.31,6462
294,1532586600000,PNW,89.94,89.94,89.94,89.94,4586
295,1532586600000,PPG,104.48,104.48,104.48,104.48,8661
296,1532586600000,PRGO,83.7,83.7,83.7,83.7,13766
297,1532586600000,PRU,100.26,100.26,100.26,100.26,21008
298,1532586600000,PSA,216,216.02,216,216.02,200
299,1532586600000,PVH,128.41,128.41,128.41,128.41,4444
300,1532586600000,PWR,36.35,36.38,36.35,36.38,25886
301,1532586600000,PX,132.61,132.61,132.49,132.49,15075
302,1532586600000,PXD,128.98,128.98,128.98,128.98,6947
303,1532586600000,PYPL,61.62,61.74,61.62,61.73,100416
304,1532586600000,Q,97.5,97.5,97.5,97.5,3682
305,1532586600000,QCOM,49.95,49.95,49.94,49.94,111303
306,1532586600000,QRVO,72.34,72.34,72.34,72.34,7261
307,1532586600000,RE,241.06,242.17,241.06,242.17,703
308,1532586600000,REGN,454,454,451.08,451.08,18960
309,1532586600000,RHI,46.53,46.55,45.89,45.89,10922
310,1532586600000,RHT,107.89,107.9,107.89,107.9,6399
311,1532586600000,RJF,76.23,76.23,76.23,76.23,4439
312,1532586600000,RL,90.83,90.83,90.83,90.83,9179
313,1532586600000,ROK,165,165,165,165,8591
314,1532586600000,ROP,235.6,235.6,235.6,235.6,2246
315,1532586600000,ROST,58.6,58.6,58.6,58.6,20012
316,1532586600000,RRC,16.59,16.59,16.59,16.59,77794
317,1532586600000,RSG,65.63,65.65,65.63,65.65,24394
318,1532586600000,SBAC,149.85,149.85,149.85,149.85,3100
319,1532586600000,SBUX,53.8,53.8,53.73,53.79,114399
320,1532586600000,SCG,59.2,59.2,59.2,59.2,6895
321,1532586600000,SCHW,39.25,39.25,39.25,39.25,49391
322,1532586600000,SEE,43.34,43.34,43.34,43.34,13276
323,1532586600000,SHW,346.59,346.59,346.59,346.59,4944
324,1532586600000,SIG,65.72,65.72,65.72,65.72,6334
325,1532586600000,SJM,107.39,107.39,107.39,107.39,9788
326,1532586600000,SLB,65.19,65.19,65.19,65.19,67287
327,1532586600000,SLG,95.96,95.96,95.96,95.96,4826
328,1532586600000,SNI,85.8,85.8,85.8,85.8,4295
329,1532586600000,SNPS,79.93,79.93,79.93,79.93,6244
330,1532586600000,SPG,160.17,160.17,160.17,160.17,4722
331,1532586600000,SRCL,70.71,70.71,70.71,70.71,4093
332,1532586600000,SRE,118.8,118.96,118.8,118.96,7803
333,1532586600000,STI,53.11,53.11,53.11,53.11,300
334,1532586600000,STT,93.52,93.75,93.52,93.65,13164
335,1532586600000,STX,31.28,31.44,31.26,31.27,118520
336,1532586600000,STZ,203.35,203.35,203.35,203.35,8515
337,1532586600000,SWK,147.02,147.02,146.99,147,14718
338,1532586600000,SWKS,105.7,105.7,105.7,105.7,18771
339,1532586600000,SYF,28.8,28.82,28.8,28.82,65594
340,1532586600000,SYK,143.25,143.25,143.21,143.21,21541
341,1532586600000,SYMC,31.94,31.95,31.93,31.95,63790
342,1532586600000,SYY,53.13,53.15,53.13,53.15,19154
343,1532586600000,T,35.68,35.68,35.68,35.68,4000
344,1532586600000,TAP,88.55,88.55,88.55,88.55,5173
345,1532586600000,TDG,255.51,255.51,255.51,255.51,3207
346,1532586600000,TEL,79.52,79.52,79.41,79.41,10802
347,1532586600000,TGT,57.56,57.56,57.56,57.56,75047
348,1532586600000,TIF,93.59,93.59,93.59,93.59,4258
349,1532586600000,TJX,72.6,72.6,72.39,72.39,53038
350,1532586600000,TMK,76.77,76.77,76.77,76.77,3264
351,1532586600000,TMO,192.23,192.69,192.22,192.22,36676
352,1532586600000,TRIP,45.38,45.38,45.38,45.38,14782
353,1532586600000,TROW,82.77,82.77,82.77,82.77,10042
354,1532586600000,TRV,123.72,123.72,123.51,123.51,64028
355,1532586600000,TSCO,60.57,60.57,60.57,60.57,13901
356,1532586600000,TSN,65.5,65.51,65.5,65.5,20596
357,1532586600000,TSS,70.02,70.02,70.02,70.02,6362
358,1532586600000,TXN,81.96,82.03,81.9,81.9,31105
359,1532586600000,TXT,50,50,49.98,49.99,32312
360,1532586600000,UA,16.27,16.27,16.27,16.27,29792
361,1532586600000,UAA,17.48,17.48,17.48,17.48,35029
362,1532586600000,UAL,59,59.06,59,59.06,35826
363,1532586600000,UDR,39.63,39.63,39.63,39.63,8169
364,1532586600000,ULTA,227.87,227.87,227.87,227.87,5046
365,1532586600000,UNH,199.45,199.45,199.2,199.25,850
366,1532586600000,UNM,47.8,47.8,47.8,47.8,6994
367,1532586600000,USB,50.54,50.54,50.54,50.54,56981
368,1532586600000,V,105.48,105.48,105.48,105.48,200
369,1532586600000,VAR,107,107,107,107,11882
370,1532586600000,VFC,62.76,62.76,62.76,62.76,17678
371,1532586600000,VIAB,27.45,27.45,27.43,27.43,22812
372,1532586600000,VNO,74.31,74.31,74.31,74.31,4932
373,1532586600000,VRSK,82.5,82.93,82.5,82.92,5295
374,1532586600000,VRSN,103.8,103.8,103.8,103.8,2951
375,1532586600000,VRTX,161.05,161.05,161.05,161.05,22357
376,1532586600000,VTR,68.83,68.83,68.83,68.83,14247
377,1532586600000,VZ,46.23,46.23,46.23,46.23,600
378,1532586600000,WAT,187.29,187.29,187.29,187.29,4209
379,1532586600000,WBA,81.63,81.65,81.6,81.65,27736
380,1532586600000,WDC,87.76,88,87.69,87.69,28863
381,1532586600000,WEC,66.64,66.64,66.64,66.64,10443
382,1532586600000,WHR,173.5,173.58,173.5,173.58,8531
383,1532586600000,WLTW,152,152,152,152,10472
384,1532586600000,WM,77.6,77.6,77.6,77.6,42139
385,1532586600000,WMT,79.15,79.15,79.15,79.15,72833
386,1532586600000,WRK,57,57.13,56.95,56.95,19268
387,1532586600000,WU,18.79,18.79,18.79,18.79,18226
388,1532586600000,WY,33.8,33.84,33.8,33.84,81045
389,1532586600000,WYN,99.11,99.11,99.11,99.11,7816
390,1532586600000,WYNN,146.17,146.17,146.17,146.17,12412
391,1532586600000,XEL,50.13,50.13,50.13,50.13,18634
392,1532586600000,XL,41.05,41.74,41.05,41.74,4625
393,1532586600000,XLNX,64.04,64.04,64.04,64.04,16587
394,1532586600000,XOM,79.41,79.41,79.41,79.41,1600
395,1532586600000,XRAY,58.76,58.77,58.76,58.77,9199
396,1532586600000,XRX,31.75,31.75,31.75,31.75,20950
397,1532586600000,XYL,63.07,63.07,63.07,63.07,12334
398,1532586600000,YUM,76.82,76.82,76.82,76.82,18281
399,1532586600000,ZBH,116.25,116.25,116.25,116.25,4530
400,1532586600000,ZION,42.04,42.05,42.04,42.05,26933
401,1532586660000,A,65.46,65.5,65.41,65.5,29852
402,1532586660000,AAL,44.25,44.25,44,44.01,32620
403,1532586660000,AAP,93.565,94.05,93.56,94,17098
404,1532586660000,AAPL,160.51,160.76,160.51,160.58,266236
405,1532586660000,ABBV,84.555,85,84.52,84.53,276208
406,1532586660000,ABC,82.89,82.94,82.89,82.94,200
407,1532586660000,ABT,52.43,52.43,52.26,52.35,94118
408,1532586660000,ACN,134.45,134.68,134.36,134.42,2984
409,1532586660000,ADBE,156.995,157.18,156.56,156.56,13454
410,1532586660000,ADI,81.26,81.26,80.81,80.81,10125
411,1532586660000,ADM,42.57,42.65,42.51,42.65,30770
412,1532586660000,ADP,108.7629,108.82,108.65,108.82,951
413,1532586660000,ADSK,113.545,113.59,112.22,113.01,17356
414,1532586660000,AEE,60.18,60.26,60.01,60.12,7490
415,1532586660000,AEP,74.26,74.28,74.18,74.18,22634
416,1532586660000,AES,11.24,11.25,11.22,11.23,53898
417,1532586660000,AET,162.845,163,162.82,162.84,40238
418,1532586660000,AFL,81.9,81.975,81.75,81.85,21327
419,1532586660000,AGN,236.09,236.09,235.08,236.04,8343
420,1532586660000,AIG,60.72,60.7619,60.37,60.37,16427
421,1532586660000,AIZ,92.31,92.58,92.01,92.02,740
422,1532586660000,AJG,59.38,59.665,59.33,59.54,16351
423,1532586660000,AKAM,46.275,46.33,46.22,46.3,1300
424,1532586660000,ALB,119.845,120.4,119.845,120.0913,12625
425,1532586660000,ALGN,184.415,185.61,184.07,185.61,3313
426,1532586660000,ALK,75.23,75.23,74.87,74.87,4114
427,1532586660000,ALL,92.03,92.1,91.44,91.44,139460
428,1532586660000,ALXN,143.06,143.545,142.6,143.175,4800
429,1532586660000,AMAT,45.11,45.12,44.85,44.87,47833
430,1532586660000,AMD,12.45,12.49,12.44,12.48,468222
431,1532586660000,AME,64.255,64.45,64.255,64.32,7649
432,1532586660000,AMGN,183.54,183.679,182.6,182.6,27955
433,1532586660000,AMT,146.4383,146.85,144.62,145.95,19334
434,1532586660000,AMZN,976.8048,976.89,975.0072,976.19,22832
435,1532586660000,ANDV,101.795,102.08,101.52,102.08,16574
436,1532586660000,ANSS,128.8,129.28,128.8,129.28,231
437,1532586660000,ANTM,193.89,194.42,193.89,194.4,900
438,1532586660000,AON,143.01,144.81,142.92,143,43650
439,1532586660000,AOS,56.97,57.15,56.97,56.97,4889
440,1532586660000,APA,39.48,39.51,39.41,39.43,26325
441,1532586660000,APC,41.11,41.15,41.09,41.15,27240
442,1532586660000,APD,146.1,146.1,145.37,146.01,11832
443,1532586660000,APH,81,81.18,81,81.03,1000
444,1532586660000,ARNC,24.605,24.699,24.545,24.57,32974
445,1532586660000,ATVI,65.58,65.6,65.45,65.47,28195
446,1532586660000,AVB,186.535,186.78,186.535,186.75,1900
447,1532586660000,AVGO,247.005,247.555,246.84,247.04,13770
448,1532586660000,AVY,93.45,93.58,93.45,93.58,200
449,1532586660000,AWK,82,82.15,81.95,81.95,10228
450,1532586660000,AXP,85.23,85.24,84.97,84.97,40560
451,1532586660000,AYI,181.0599,181.0599,179.45,180.88,2264
452,1532586660000,AZO,541.06,543.93,539.05,542.49,1445
453,1532586660000,BA,240.1,240.1,239.31,239.36,58306
